"Options Details","Detailinformationen zu Optionen"
"See Details","Details anzeigen"
Update,Aktualisieren
"View and Edit Cart","Warenkorb anzeigen und bearbeiten"
"Order Summary","Bestellübersicht"
"Благодарим Ви за поръчката!","Благодарим Ви за поръчката!"
"Здравейте,","Здравейте,"
"%customer_name,","%customer_name,"
"Customer","Kunde"
"Благодарим Ви за направената поръчка в %store_name.","Благодарим Ви за направената поръчка в %store_name."
"За да ни изпратите съобщение или проследете статуса на поръчката,","За да ни изпратите съобщение или проследете статуса на поръчката,"
"Place Order","Bestellung aufgeben"
"Buy Now","Jetzt kaufen"
Notify!,Information!
"Product is Out Of Stock","Produkt ist derzeit nicht lieferbar"
"Link copied","Link kopiert"
Adding...,Hinzufügen...
Added,Hinzugefügt
Unsubscribe,Abmelden
More,Mehr
Color,Farbe
Seat,Sitz
"Suggest on the following","Ich habe folgende Ideen und/oder Verbesserungsvorschläge:"
Function,Funktionen
Other,Andere
Feature,Features
"Your email","Deine E-Mail "
"Submit your idea on this product","Teilen uns deine Idee(n) für dieses Produkt mit "
"Send Through Your Ideas","Deine Idee(n) einreichen"
"Haven't found what you are looking for ? ","Du hast nicht gefunden, was du suchst?"
Quantity,Menge
Features,Eigenschaften
Others,Andere
Specifications,Spezifikationen
Accessories,Accessoires
Gif/360/Video,Gif/360/Videos
Manual,Anleitung
"Know How","Know-how"
Footprint,Fussabdruck
"Order Total","Total"
"Add New Address","Neue Adresse hinzufügen"
"Add Address","Adresse hinzufügen"
"We'll send your order confirmation here.","Wir schicken dir hier deine Bestellbestätigung."
"For delivery questions.","Für Lieferfragen."
Payment,Zahlung
"Not yet calculated","Noch nicht berechnet"
"Address Book","Adressbuch"
"Full Width","Volle Breite"
"Landing page","Zielseite"
"There are no products matching the selection.","Es gibt keine Produkte, die zur Auswahl passen."
"Folks who viewed this item also viewed","WER SICH DIESEN ARTIKEL ANGESEHEN HAT, HAT SICH AUCH ANGESEHEN"
"* Required Fields","Pflichtfelder"
"About you","Über Dich"
Delete,Löschen
Title,Anrede
Address,Adresse
"Street and number","Strasse und Hausnummer"
"Street Address %1","Strassenadresse %1"
"Zip code","PLZ"
"Town or City","Ortschaft"
City,Ortschaft
"Please select a region, state or province.","Please select a region, state or province."
"It's a default billing address.","Es ist eine Standard-Rechnungsadresse."
"Use as my default billing address","Als meine Standard-Rechnungsadresse verwenden"
"It's a default shipping address.","Es ist eine Standard-Versandadresse."
"Use as my default shipping address","Als meine Standard-Lieferadresse verwenden"
"Contact info","Kontaktinformationen"
Email,E-Mail
Cancel,Abbrechen
Save,Speichern
"Are you sure you want to delete this address?","Bist Du sicher, dass Du diese Adresse löschen möchtest?"
"Phone number","Telefonnummer"
Language,Sprache
"Products To Review","Produkte zum Bewerten"
"My Reviewed Products","Meine bewerteten Produkte"
Rating:,Rating:
"There are no reviews yet published.","Es gibt noch keine veröffentlichten Bewertungen."
"Date Ordered:","Bestelldatum:"
Cancel,Abbrechen
"Rate as:","Bewerten als:"
Anonymous,Anonym
"Your Rate:","Deine Bewertung"
"Title for Review:","Titel für die Bewertung:"
"Good product...","Tolles, vielseitiges Produkt für den täglichen Gebrauch."
"Detailed Review:","Ausführliche Bewertung:"
"Detailed Review (Optional)","Ausführliche Bewertung (optional)"
"Submit Your Review","Deine Bewertung einreichen"
"Date Ordered","Bestelldatum"
"There are no products matching the selection.","Es gibt keine Produkte, die zur Auswahl passen."
"Now, all products on sale! Enjoy!","Jetzt, alle Produkte im Ausverkauf! Viel Spass!"
"Available soon again…","Demnächst verfügbar..."
"My Wish List","Meine Wunschliste"
"Reviews / Improvements","Bewertungen / Verbesserungen"
"Perhaps you were looking for","VIELLEICHT HAST DU GESUCHT NACH"
"Review","Bewertungen"
"Summary Cart","Warenkorb Zusammenfassung"
"No items in your shopping cart.","Es befinden sich keine Artikel in deinem Einkaufswagen."
"Checkout as a Guest", "Als Gast auschecken"
"Switzerland", "Schweiz"
"Cart Summary","Warenkorb Zusammenfassung"
"Go to Cart","Zum Warenkorb"
"You save:","Du sparst:"
"Configuration","Konfiguration"
"Colors","Farben"
"Sizes","Grössen"
"Functions","Funktionen"
"Submit your idea(s)","Deine Idee(n) einreichen"
"Confirm Email","E-Mail bestätigen"
"Date of Birth","Geburtsdatum"
"This is a required field.","Dies ist ein Pflichtfeld."
"DD/MM/YYYY","TT/MM/JJJJ"
"I agree with the ","Ich stimme den "
"Terms and Conditions *","Allgemeinen Geschäftsbedingungen* zu"
"I’d like to receive the CARESHOP Newsletter!","Ich möchte den CARESHOP Newsletter erhalten!"
"Accept the","Akzeptiere die"
"GTC","AGB"
"from POWERPAY","von POWERPAY"
"Sign In","Anmelden"
"Done","Fertig"
"Shipping and Billing Address","Liefer- und Rechnungsadresse",module,Magento_Checkout
"REVIEW & PAYMENT","ÜBERPRÜFEN & ZAHLUNG",module,Magento_Checkout
"SHIPPING & BILLING","VERSAND & RECHNUNG",module,Magento_Checkout
"Default Shipping & Billing Address", "Standard Versand- und Rechnungsadresse"
"Change Shipping & Billing Address", "Versand- und Rechnungsadresse ändern"
"Additional Address Entries", "Weitere Adressen"
"Use as  default shipping & billing address", "Als Standard Versand- und Rechnungsadresse verwenden"
"1.Ship To:","1.Verschicken an:",module,Magento_Checkout
"2.Shipping Method:","2.Versandart:",module,Magento_Checkout
"Payment Method","3.Zahlungsmethoden",module,Magento_Checkout
"Premium Lenses","Premium-Gläser"
"Checkout as a Member", "Als Mitglied auschecken"
"Ship Here", "Hier versenden"
"Shipping Methods", "Versandmethoden"
"Total", "Gesamtbetrag"
"Affiliate","Affiliate"
"My Affiliate Account","Mein Affiliate-Konto"
"Affiliate Home", "Affiliate-Startseite"
"You are not affiliated", "Sie sind nicht affiliiert"
"Account Dashboard", "Kontodashboard"
"General information","Allgemeine Informationen"
"Refer Code", "Referenzcode"
Invitation History, Einladungshistorie
"Commission", "Provision"
"Affiliate Programs", "Affiliate-Programme"
"Withdrawals","Auszahlungen"
"Welcome To Our Affiliate Network!","Willkommen in unserem Affiliate-Netzwerk!"
"<h3>How Does It Work?</h3>", "<h3>Wie funktioniert es?</h3>"
"<h3>Real-Time Statistics and Reports!</h3>","<h3>Echtzeitstatistiken und Berichte!</h3"
"Log in anytime to check your performance with data of sales, traffic generated and your commission balance.","Melden Sie sich jederzeit an, um Ihre Leistung mit Daten zu Verkäufen, generiertem Traffic und Ihrem Provisionsguthaben zu überprüfen."
"Our Program!","Unser Programm!"
"Default","Standard"
"PAY PER SALE - commission : ","PAY PER SALE - Provision : "
"PAY PER LEAD - commission for each completed order : ","PAY PER LEAD - Provision für jede abgeschlossene Bestellung : "
"Join Now","Jetzt beitreten"
"You have placed no lead details.","Sie haben keine Lead-Details hinterlegt."
"You have placed no transactions.","Sie haben keine Transaktionen hinterlegt."
"You have placed no invitation history.","Sie haben keine Einladungshistorie hinterlegt."
"You have placed no commission.","Sie haben keine Provision hinterlegt."
Afiliate Information,Affiliate-Informationen
Refering Website,Referenz-Website
Paypal Information,Paypal-Informationen
Bank Transfer Information,Banküberweisungs-Informationen
Bank Account Holder's Name,Name des Bankkontoinhabers
Your full name that appears on your bank account statement,"Ihr vollständiger Name, wie er auf Ihrem Kontoauszug erscheint"
Bank Account Number/IBAN,Kontonummer/IBAN
Up to 34 letters and numbers. Australian account numbers should include the BSB number,Bis zu 34 Buchstaben und Zahlen. Australische Kontonummern sollten die BSB-Nummer enthalten.
either 8 or 11 characters e.g. ABNAUS33 or 1234567891,entweder 8 oder 11 Zeichen z.B. ABNAUS33 oder 1234567891
Bank Name in Full,Vollständiger Bankname
"Up to 30 letters, numbers or spaces.","Bis zu 30 Buchstaben, Zahlen oder Leerzeichen."
Bank Branch City,Bankfiliale Stadt
Bank Branch Country,Bankfiliale Land
Intermediary Bank - Bank Code,Korrespondenzbank - Bankcode
either 8 or 11 characters e.g. ABNAUS33 or 1234567891,"Entweder 8 oder 11 Zeichen, z. B. ABNAUS33 oder 1234567891"
Intermediary Bank - Name,Korrespondenzbank - Name
Intermediary Bank - City,Korrespondenzbank - Stadt
Intermediary Bank - Country,Korrespondenzbank - Land
Please note that to use Bank Transfer payment you should input correctly of all bank fields.,"Bitte beachten Sie, dass Sie für die Nutzung der Banküberweisungszahlung alle Bankfelder korrekt ausfüllen müssen."
"Up to 34 letters and numbers. Australian account numbers should include the BSB number.","Bis zu 34 Buchstaben und Zahlen. Australische Kontonummern sollten die BSB-Nummer enthalten."
"Up to 12 letters, numbers or spaces.","Bis zu 12 Buchstaben, Zahlen oder Leerzeichen."
Logout,Abmelden
You are not affiliation, Sie sind nicht affiliiert
Your Information,Ihre Informationen
"<p>Affiliate programs are common throughout the Internet and offer website owners an additional way to spread the word about their websites. Among others, our program is free to join, easy to sign up and requires no technical knowledge! As our affiliates, you will generate traffic and sales for our website and receive attractive commissions in return.</p>","<p>Affiliate-Programme sind im Internet weit verbreitet und bieten Website-Betreibern eine zusätzliche Möglichkeit, auf ihre Webseiten aufmerksam zu machen. Unter anderem ist unser Programm kostenlos, einfach anzumelden und erfordert keine technischen Kenntnisse! Als unsere Affiliates generieren Sie Traffic und Verkäufe für unsere Website und erhalten attraktive Provisionen als Gegenleistung.</p>"
"<p>When you join our affiliate program, you will be supplied with a range of banners and text links to place wherever you like. When a user clicks on one of your links, they will be brought to our website and their activities will be tracked by our affiliate program. Once this user completes a purchase, you earn commission!</p>","<p>Wenn Sie unserem Affiliate-Programm beitreten, erhalten Sie eine Reihe von Bannern und Textlinks, die Sie nach Belieben platzieren können. Wenn ein Nutzer auf einen Ihrer Links klickt, wird er auf unsere Website weitergeleitet, und seine Aktivitäten werden von unserem Affiliate-Programm verfolgt. Sobald dieser Nutzer einen Kauf abschließt, verdienen Sie eine Provision!<p>"
"<p>Log in anytime to check your performance with data of sales, traffic generated and your commission balance.</p>", "<p>Melden Sie sich jederzeit an, um Ihre Leistung anhand von Verkaufsdaten, generiertem Traffic und Ihrem Provisionssaldo zu überprüfen.<p>"
Commission Campaigns,Provisionskampagnen
Campaign, Kampagne
Total Commission, Gesamtprovision
Create New Affiliate Account, Neues Affiliate-Konto erstellen
Register, Registrieren
Affiliate Information, Affiliate-Informationen
Tax ID, Steuernummer
PayPal Email Account, PayPal-E-Mail-Konto
Create an account, Ein Konto erstellen
