"Company (Optional)","Entreprise (optionnel)"
Company,Entreprise
Name,Nom
"Mobile number (optional)","Numéro de portable (optionnel)"
"Phone Number","Numéro de téléphone"
Currency,Devise
"Your current currency is: %1.","Ta devise actuelle est : %1."
Continue,Continuer
item,article
items,articles
"Now Shopping by","Now Shopping by"
Previous,Précédent
Remove,Supprimer
"Remove This Item","Supprimer cet article"
"Shop by","Shop by"
"Clear All","Effacer tout"
"Shop By","Shop By"
"Shopping Options","Options d'achat"
"Newsletter Sign up","Newsletter"
"Sign up for newsletter and get CHF 10 off for your first order!","Inscris-toi à la newsletter et obtiens 10 CHF de réduction sur ta première commande !"
"Sign up for the CARESHOP newsletter and get more benefits and regular information..","Inscris-toi à la newsletter de CARESHOP et bénéficie de plus d'avantages et d'informations régulières..."
"Get a coupon CHF 10 with new registration","Recevez un bon de réduction de 10 CHF avec une nouvelle inscription"
example@gmail.com,example@gmail.com
Subscribe,S'abonner
Rating,Évaluation
"Read ' . . ' Reviews","Lire ' . . ' commentaires"
"Be the first to review this product","Sois le premier à commenter ce produit"
"Response from Careshop","Réponse de Careshop"
"All Orders","Toutes les commandes"
All,Toutes
"Open Orders","Commandes en cours"
Open,En cours
"Completed Orders","Commandes terminées"
Completed,Terminées
"Returned Products","Produits retournés"
Returned,Retournés
Canceled,Annulé
"Status: ","Statut : "
"Date Ordered: ","Date de la commande : "
"Qty: ","Quantité: "
"You have placed no orders","Tu n'as pas passé de commande"
"Order Information","Informations de commande"
"Shipping Address","Adresse de livraison"
"Shipping Method","Méthodes d'expédition"
"No shipping information available","Aucune information de livraison disponible"
"Billing Address","Adresse de facturation"
"Payment Method","Méthodes de paiement"
"Items Ordered","Articles commandés"
"Gift Message","Message de cadeau"
Close,Fermer
From,De
To,À
"7 Days Careshop refund warranty","Garantie de remboursement Careshop de 7 jours"
"Reason for return:","Motif du retour :"
"The product was good but not correct size was shipped.","Le produit était bon, mais la mauvaise taille a été expédiée."
Return,Retour
"Return Not Available","Retour non disponible"
"It is not possible to return this item as it has exceeded the time period of our returns policy. For more information please visit","Il n'est pas possible de retourner cet article car il a dépassé la période de notre politique de retour. Pour plus d'informations, veuillez visiter"
" returns policy "," Politique de retour "
"of Careshop.","de Careshop."
"Placed on","Passée le"
"Total : ","Total"
Delivered,Livré
Shipping,Expédition
Complete,Clôturé
Order,Commande
"Returned on","Retourné le"
"Esimated Delivered on","Livraison estimée le"
"Delivered on","Livré le"
"Write a review","Écrire un avis"
"Improve this product","Partage tes compétences et tes idées et aide à améliorer ce produit !"
"Your package was ' . . ' . Thank you for shopping at Careshop, We will keep on improving our productand see you on your next purchase!","Ton colis était ' ... ' . Merci d'avoir fait vos achats chez Careshop, nous continuerons à améliorer nos produits et à vous revoir lors de votre prochain achat !"
"Your package ' . . '. Thank you for shopping at Careshop and see you on your next purchase!","Ton paquet ' ... '. Merci d'avoir fait tes achats chez Careshop et à bientôt lors de ton prochain achat !"
"Your package has been delivered. Thank you for shopping at Careshop and see you on your next purchase!","Ton colis a été livré. Merci d'avoir fait tes achats chez Careshop et à bientôt pour ton prochain achat !"
"Gift Message for This Order","Message cadeau pour cette commande"
"We are nearly complete.","Nous sommes presque terminés."
"COMING SOON","BIENTÔT DISPONIBLE"
Language,Langue
"Ship to","Adresse de livraison"
"My Account","Mon compte"
"Wish List","Ma liste de souhaits"
"My Orders","Mes commandes"
"Log Out","Déconnexion"
"About Us","À propos de nous"
FAQ,FAQ
"Returns & Warranty","Retour et garantie"
"Account Details","Détails du compte"
"Add to Wishlist","Ajouter à la liste de souhaits"
"Zur Wunschliste hinzufügen","Zur Wunschliste hinzufügen"
"Aggiungi alla lista desideri","Aggiungi alla lista desideri"
"Ajouter à la liste d'achats","Ajouter à la liste d'achats"
Delete,Supprimer
"View product","Voir le produit"
"This Wish List has no Items","Cette liste de souhaits ne contient aucun article."
Wishlist,Liste de souhaits
Voucher,Bon
"You have no items in your wish list.","Tu n'as aucun article dans ta liste de souhaits."
"Your Customization","Your Customization"
Size,Taille
ALL,TOUTES
Availability,Disponibilité
"In stock","En stock"
"Out of stock","En rupture de stock"
Summary,Résumé de la commande
%1,%1
"%1 x %2","%1 x %2"
Configurator,Configurateur
"Selection Qty","Quantité sélectionnée"
"Request New Password?","Demander un nouveau mot de passe ?"
"Create New Password?","Créer un nouveau mot de passe ?"
"Newsletter (Sign Up)","Newsletter"
Reviews/Improvements,Avis/Améliorations
"Sign Out","Déconnexion"
Shop,Boutique
Sale,SOLDES
"Super Deals","Super Deals"
Services,SERVICES
Contact,Contact
"Shipping Charges (CH/LI)","Frais d'expédition (CH/LI)"
"Payment Methods","Méthodes de paiement"
"Secure Shopping","Acheter en toute sécurité"
Careshop,Careshop
"Our Brands","Nos marques"
Imprint,IMPRESSUM
Copyright,Copyright
"Careshop Newsletter","Newsletter CARESHOP"
"Subscribe Now","Inscris-toi maintenant"
"You can create an account after checkout.","Tu peux créer un compte après avoir passé la commande."
"You already have an account with us. Sign in or continue as guest.","Tu as déjà un compte chez nous. Connecte-toi ou continue en tant qu'invité."
"Create New Account","Créer un nouveau compte"
"Save in address book","Enregistrer dans le carnet d'adresses"
"Options Details","Détails des options"
"See Details","Voir les détails"
Update,Mettre à jour
"View and Edit Cart","Voir et modifier le panier"
"Order Summary","Résumé de la commande"
"Благодарим Ви за поръчката!","Благодарим Ви за поръчката!"
"Здравейте,","Здравейте,"
"%customer_name,","%customer_name,"
"Customer","cher client"
"Благодарим Ви за направената поръчка в %store_name.","Благодарим Ви за направената поръчка в %store_name."
"За да ни изпратите съобщение или проследете статуса на поръчката,","За да ни изпратите съобщение или проследете статуса на поръчката,"
"Place Order","Passer commande"
"Buy Now","Acheter maintenant"
Notify!,Information !
"Product is Out Of Stock","Le produit est actuellement en rupture de stock"
"Link copied","Lien copié"
Adding...,Ajout en cours...
Added,Ajouté
Unsubscribe,Se désabonner
More,Plus
Color,Couleur
Seat,Siège
"Suggest on the following","J'ai les idées et/ou suggestions d'amélioration suivantes :"
Function,Fonctions
Other,Autres
Feature,Fonctionnalités
"Your email","Ton e-mail "
"Submit your idea on this product","Fais-nous part de tes idées pour ce produit "
"Send Through Your Ideas","Soumets tes idées"
"Haven't found what you are looking for ? ","Tu n'as pas trouvé ce que tu cherchais ?"
Quantity,Quantité
Features,Caractéristiques
Specifications,Spécifications
Accessories,Accessoires
Gif/360/Video,Gif/360/Vidéos
Manual,Manuel
"Know How","Savoir-faire"
Footprint,Empreinte
"Order Total","Total"
"Add New Address","Ajouter une nouvelle adresse"
"Add Address","Ajouter une adresse"
"We'll send your order confirmation here.","Nous t'enverrons la confirmation de ta commande ici."
"For delivery questions.","Pour des questions de livraison."
Payment,Paiement
"Not yet calculated","Pas encore calculé"
"Address Book","Carnet d'adresses"
"Full Width","Pleine largeur"
"Landing page","Page d'atterrissage"
"There are no products matching the selection.","Aucun produit ne correspond à la sélection."
"Folks who viewed this item also viewed","CEUX QUI ONT REGARDÉ CET ARTICLE ONT AUSSI REGARDÉ"
"* Required Fields","Champs obligatoires"
"About you","A propos de toi"
Delete,Supprimer
Title,Titre
Address,Adresse
"Street and number","Rue et numéro"
"Street Address %1","Adresse de rue %1"
"Zip code","Code postal"
"Town or City","Ville"
City,Ville
"Please select a region, state or province.","Please select a region, state or province."
"It's a default billing address.","C'est une adresse de facturation par défaut."
"Use as my default billing address","Utiliser comme mon adresse de facturation par défaut"
"It's a default shipping address.","C'est une adresse de livraison par défaut."
"Use as my default shipping address","Utiliser comme mon adresse de livraison par défaut"
"Contact info","Coordonnées"
Email,E-mail
Cancel,Annuler
Save,Enregistrer
"Are you sure you want to delete this address?","Es-tu sûr de vouloir supprimer cette adresse ?"
"Phone number","Numéro de téléphone"
Language,Langue
"Products To Review","Produits à évaluer"
"My Reviewed Products","Mes produits évalués"
Rating:,Evaluation :
"There are no reviews yet published.","Il n'y a pas encore d'avis publiés."
"Date Ordered:","Date de la commande :"
Cancel,Annuler
"Rate as:","Évaluer comme :"
Anonymous,Anonyme
"Your Rate:","Ton évaluation"
"Title for Review:","Titre pour l'évaluation :"
"Good product...","Superbe produit polyvalent pour une utilisation quotidienne."
"Detailed Review:","Évaluation détaillée :"
"Detailed Review (Optional)","Évaluation détaillée (optionnel)"
"Submit Your Review","Soumettre ton évaluation"
"Date Ordered","Date de la commande"
"There are no products matching the selection.","Aucun produit ne correspond à la sélection."
"Now, all products on sale! Enjoy!","Maintenant, tous les produits en solde ! Amuse-toi bien !"
"Available soon again…","Bientôt disponible..."
"My Wish List","Ma liste de souhaits"
"Reviews / Improvements","Évaluations / Améliorations"
"Perhaps you were looking for","TU CHERCHAIS PEUT-ÊTRE"
"Review","Avis"
"Summary Cart","Résumé du panier"
"No items in your shopping cart.","Il n'y a pas d'articles dans ton panier."
"Checkout as a Guest","Checkout en tant qu'hôte"
"Switzerland", "Suisse"
"Cart Summary","Résumé du panier"
"Go to Cart","Aller au panier"
"Configuration","Configuration"
"Colors","Couleurs"
"Sizes","Tailles"
"Functions","Fonctions"
"Submit your idea(s)","Soumets tes idées"
"Confirm Email","Confirmer l'e-mail"
"Date of Birth","Date de naissance"
"DD/MM/YYYY","JJ/MM/AAAA"
"I agree with the ","J'accepte les "
"Terms and Conditions *","termes et conditions *"
"I’d like to receive the CARESHOP Newsletter!","Je souhaite recevoir la newsletter CARESHOP!"
"Accept the","Accepte les"
"GTC","CGV"
"from POWERPAY","de POWERPAY"
"Sign In","Se connecter"
"Done","Terminé"
"Shipping and Billing Address","Adresse de livraison et de facturation",module,Magento_Checkout
"REVIEW & PAYMENT","RÉVISER & PAIEMENT",module,Magento_Checkout
"SHIPPING & BILLING","EXPÉDITION & FACTURATION",module,Magento_Checkout
"Default Shipping & Billing Address","Adresse de livraison et de facturation par défaut"
"Change Shipping & Billing Address", "Changer l'adresse de livraison et de facturation"
"Additional Address Entries", "Entrées d'adresses supplémentaires"
"Use as  default shipping & billing address", "Utiliser comme adresse de livraison et de facturation par défaut"
1.Ship To:","1.Livré à :",module,Magento_Checkout
"2.Shipping Method:","2.Mode de livraison :",module,Magento_Checkout
"Payment Method","3.Mode de paiement",module,Magento_Checkout
"Premium Lenses","Verres Premium"
"Checkout as a Member", "Passer à la caisse en tant que membre"
"Ship Here", "Expédier ici"
"Shipping Methods", "Méthodes de livraison"
"Total", "Total"
"Affiliate", "Affiliate"
"My Affiliate Account","Mon Compte Affilié"
"Affiliate Home", "Accueil Affilié"
"You are not affiliated", "Vous n'êtes pas affilié"
"Account Dashboard", "Tableau de bord"
"General information","Informations générales"
"Refer Code", "Code de Référence"
Invitation History, Historique des Invitations
"Commission", "Commission"
"Affiliate Programs", "Programmes d'Affiliation"
"Withdrawals","Retraits"
"Welcome To Our Affiliate Network!","Bienvenue dans notre Réseau d'Affiliation !"
"<h3>How Does It Work?</h3>", "<h3>Comment ça marche ?</h3>"
"<h3>Real-Time Statistics and Reports!</h3>","<h3>Statistiques et Rapports en Temps Réel !</h3"
"Log in anytime to check your performance with data of sales, traffic generated and your commission balance.","Connectez-vous à tout moment pour vérifier vos performances avec des données sur les ventes, le trafic généré et le solde de vos commissions."
"Our Program!","Notre Programme !"
"Default","Par défaut"
"PAY PER SALE - commission : ","PAY PER SALE – Commission"
"PAY PER LEAD - commission for each completed order : ","PPAY PER LEAD – Commission pour chaque commande terminée"
"Join Now","Rejoindre maintenant"
"You have placed no lead details.","Vous n'avez renseigné aucun détail de lead."
"You have placed no transactions.","Vous n'avez effectué aucune transaction."
"You have placed no invitation history.","Vous n'avez pas d'historique d'invitations."
"You have placed no commission.","Vous n'avez aucune commission enregistrée."
Afiliate Information,Informations sur l'Affiliation
Refering Website,Site Web de Référence
Paypal Information,Informations Paypal
Bank Transfer Information,Informations pour Virement Bancaire
Bank Account Holder's Name,Nom du Titulaire du Compte Bancaire
Your full name that appears on your bank account statement,"Votre nom complet tel qu’il apparaît sur votre relevé bancaire"
Bank Account Number/IBAN,Numéro de Compte/IBAN
Up to 34 letters and numbers. Australian account numbers should include the BSB number,Jusqu’à 34 lettres et chiffres. Les numéros de compte australiens doivent inclure le numéro BSB.
SWIFT Code,Code SWIFT
either 8 or 11 characters e.g. ABNAUS33 or 1234567891,"8 ou 11 caractères, ex. : ABNAUS33 ou 1234567891"
Bank Name in Full,Nom Complet de la Banque
"Up to 30 letters, numbers or spaces.","Jusqu'à 30 lettres, chiffres ou espaces."
Bank Branch City,Agence Bancaire – Ville
Bank Branch Country,Agence Bancaire – Pays
Intermediary Bank - Bank Code,KBanque Intermédiaire – Code Bancaire
either 8 or 11 characters e.g. ABNAUS33 or 1234567891,"8 ou 11 caractères, ex. : ABNAUS33 ou 1234567891"
Intermediary Bank - Name,Banque Intermédiaire – Nom
Intermediary Bank - City,Banque Intermédiaire – Ville
Intermediary Bank - Country,Banque Intermédiaire – Pays
Please note that to use Bank Transfer payment you should input correctly of all bank fields.,"Veuillez noter que pour utiliser le paiement par virement bancaire, vous devez remplir correctement tous les champs bancaires."
"Up to 34 letters and numbers. Australian account numbers should include the BSB number.","Jusqu’à 34 lettres et chiffres. Les numéros de compte australiens doivent inclure le numéro BSB."
"Up to 12 letters, numbers or spaces.","Jusqu'à 12 lettres, chiffres ou espaces."
Logout,Déconnexion
You are not affiliation, Vous n'êtes pas affilié
Your Information,Vos Informations
"<p>Affiliate programs are common throughout the Internet and offer website owners an additional way to spread the word about their websites. Among others, our program is free to join, easy to sign up and requires no technical knowledge! As our affiliates, you will generate traffic and sales for our website and receive attractive commissions in return.</p>","<p>ALes programmes d'affiliation sont courants sur Internet et offrent aux propriétaires de sites une manière supplémentaire de promouvoir leurs sites web. Entre autres, notre programme est gratuit, facile à rejoindre et ne nécessite aucune connaissance technique ! En tant qu'affilié, vous générez du trafic et des ventes pour notre site et recevez des commissions attractives en retour.</p>"
"<p>When you join our affiliate program, you will be supplied with a range of banners and text links to place wherever you like. When a user clicks on one of your links, they will be brought to our website and their activities will be tracked by our affiliate program. Once this user completes a purchase, you earn commission!</p>","<p>En rejoignant notre programme d'affiliation, vous recevrez une sélection de bannières et de liens texte à placer où vous voulez. Lorsqu'un utilisateur clique sur l'un de vos liens, il est redirigé vers notre site web et ses activités sont suivies par notre programme d'affiliation. Une fois que cet utilisateur effectue un achat, vous gagnez une commission !<p>"
"<p>Log in anytime to check your performance with data of sales, traffic generated and your commission balance.</p>", "<p>Connectez-vous à tout moment pour vérifier vos performances avec des données sur les ventes, le trafic généré et le solde de vos commissions.<p>"
Commission Campaigns, Campagnes de Commission
Campaign, Campagne
Total Commission, Commission Totale
Create New Affiliate Account, Créer un Nouveau Compte Affilié
Tax ID, ID de Taxe
PayPal Email Account, Compte Email PayPal
Affiliate Login, Connexion Affilié
Create an account, Créer un compte
